,title,digest,cover,link,date
91,谢谢你，我的2023,致谢夜晚准时降临，让遥远的星星重新返回人间,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR2YzLuiaeJON45T7EFMZvdVSF70mFJLVB34NWibpYdgFibHbQ0vkmTSvnAP6RTibgmdt47WdOm1Qjt5A/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652198322&idx=1&sn=fd72dcb9ea88b369bf21ffe563471fac&chksm=bd0720298a70a93fbb589a0cde095b8d0021914de76c36d14a9c8317e3c688fc4809dfac338f#rd,2023-12-17
92,生命是一万次的春和景明,越是寒冷，越要做些晴朗的事,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQ42I9hcXPnYialEH25UZ86jwmQ1fBt2mJYllhUWUHnIZl4XocRwj9CpOM6RQZk18hXdXIGgiboJhDg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652198303&idx=1&sn=32068e7bff31d2ab9fc6a0f0257a52e3&chksm=bd0720048a70a9121cf0911fde63aba626b342113420e1f8dc49d4915f7348e5e5a6f2ce1430#rd,2023-12-16
93,你一句近来可好，我已泪眼朦胧,"悠悠相思四十年
啊 时间的回纹针",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSnctG3DzgQnqk6CC15VLric5J13f8ibwKO5yHWicxv7YyVzNQcjVwa4VC2ic7ep7THe1A23iao2qJibFCw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652198299&idx=1&sn=17ab7334e0c7d8023fe04599f7f288bb&chksm=bd0720008a70a91663ca3636063d8f2bd06c4291236b87295a18daaf2e5cf8b1946f576ec314#rd,2023-12-15
94,日子摇摇晃晃，我们依偎着一起前行,"你不知道这些
可是你
给我一个拥抱",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQ42I9hcXPnYialEH25UZ86jkpI6H97LGT3ia7B8ibNz45E4mlFXjJiaBic8pqnljF9RJtoPicI4cEuq6hw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652198101&idx=1&sn=0c4a07112d6bcadba53cfafbb7da465a&chksm=bd07214e8a70a8585876a9f8ac72e6fde56605afcfc26a4b6c96bc7d362ed74d7d8ba3cef135#rd,2023-12-14
95,像雪一样活着，懂得成全与爱,"每一个行走在雪中的人
都是虔诚的信徒",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRkMBdTmeNBvrwQneHKwy5Gw0TELz2ypAmRqiaAib92cJiaAhjeFERWZ8j2WKVPGp7AcP1qVYCGiczBkA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652197574&idx=1&sn=ca216d0ba513d0c230692e9552fa51cc&chksm=bd07275d8a70ae4bc9a7c826ef179867b343dbd875d706609a2cca8440ecc0720484901c8f8e#rd,2023-12-13
96,等红灯的瞬间，我会短暂地想起你,绿灯亮起，就朝前走。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWREcQssXdoUNqtkjW60elhvyNiaw5Sp48uB9td9nRicx31PhrQTY27tGQhFib6A0B0WTNhOsvXwO8Iug/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652197511&idx=1&sn=3dc791cfcc1d611deaff4bc531c60e0f&chksm=bd07271c8a70ae0a699591a19400702184cefb5b276ecdfb725a089b9c15b076646de47b2c0f#rd,2023-12-12
97,雪花飘落下来，我的心底也一片洁白,"我就在这里，可你不要读我
让我再白一会儿",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSZa0tTQTic15HhgviaTAXbhKHlHwfD8vllq9xIt8h3RXmU1m40Xj1WE10N5su7lQ76yqsfI2CqpT0w/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652197427&idx=1&sn=58618d8816c30cd04455fce284c5826b&chksm=bd0727a88a70aebe3a0dbfce4105d59f351e6c870d4879470e40b87e6f4bdca2717dc8658078#rd,2023-12-11
98,晚来天欲雪，且去看梅花,中国人的愉悦事务清单No.7,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTxBFMVsvkg2ZXJicAn9qOkK5jficksp8Ay9qpnf3Lw5t8jzickUktVOfibkW7N0tfCGbjXJDclrx0OLw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652197200&idx=1&sn=fae9ce603a54d69fee0796516814d200&chksm=bd0724cb8a70addd4296306e240e9a43157d63da01fe920f154a822402b573995efe12b8db2f#rd,2023-12-10
99,他日得志，当吃饱饭便睡,大冬天睡个懒觉，不过分吧。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSe1ib5gicdk9RpnpnbyDicvSbINWmfpP4WBNMw1xicjOibPn33VKTEgia1TfySeb0w0icbicnx5xHIKBlhQA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652197156&idx=1&sn=341f62b6a7b4979578d1c684e8a5ae11&chksm=bd0724bf8a70ada916eefd4659fb76df565197b30590d222d20b35fc54d4e3230803126a83c9#rd,2023-12-09
100,冬日清寒，我要抱着你的名字取暖,"很多人在轻轻地齐声安慰着你
也需要你给他们一个低声的安慰",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSe1ib5gicdk9RpnpnbyDicvSbe6DeG2MoWBfoOAtpFibM5QWwicfK9hS4RbG9xyYKHQc470Qa49fTktzQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652197152&idx=1&sn=03fde689eef7cc4a216334f933e34ab8&chksm=bd0724bb8a70adadace44a560a8afb6e8dd3e3e45b3934cf98f98742944f667c0b5fca48aa4a#rd,2023-12-08
101,大雪：爱你的人会说，你像雪花一样可爱,雪似故人人似雪，虽可爱，有人嫌。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR2RIia3snCOp6GWQcdjyD3ia5LA1Kmg141lj7tQSxrY3maHwiaQSbKsK7R9ic2uiaoF9h8OKxic4bUKptw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196880&idx=1&sn=09297697f05df8fd4d1c33bf0865e128&chksm=bd07258b8a70ac9d757a1328c76063f1252426796d5efdd08ece7d2b2eaeb565f15574405e6f#rd,2023-12-07
102,站在2023年的年末，我想“咏而归”,何为理想生活，理想世界？,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSibD5KWG21owklVujU25N1n8f1aGyNicLhCMH4g8iaia3zA4TZicuqUS4A78g0WG9ibvibW83Ee6vgtUsxw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196878&idx=1&sn=b031d9f9a75a6dd2bfc1e244527046d3&chksm=bd0725958a70ac838b73ca1ad5e93d8fa06b8e22819b2a4060810495e875db9bf09f025f6f63#rd,2023-12-06
103,在冬天，我用思念，把爱过的人再爱一遍,冬日里饮酒，似有故人来。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSibD5KWG21owklVujU25N1naFzh6QWPkg1p83xWCeD83icodh3icGzToyibNTjyb28phdWlW2jQzAEag/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196682&idx=1&sn=d63a38ae3d897d0cdbfc059f2831fb00&chksm=bd073ad18a70b3c743257d2da17e106c8651fd82189bee2a8e2d127a5d83c342caa0cc4ec0d6#rd,2023-12-05
104,从往事里释放出来，这比遗忘更重要,"“忘掉那些忧伤吧，从阴影里走出”
释放是一瞬间的事",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTDkDgCnxRyp7heNJg4ibK5qWXwDxld4VqcOZwnKA3eoqrnjCqlS1PWrAuxYJ7iaT2nbtgiazv4qnnJA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196528&idx=1&sn=1a64bef7730d4cb9e19f629dfb090b89&chksm=bd073b2b8a70b23d240ea478c3a6e2c47662f53561370488b493c0945e111e5ffb37c729c3e5#rd,2023-12-04
105,这不是我想要的生活，但还是尽力爱它了,有了爱，可以帮助你战胜生命中的种种虚妄,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTDkDgCnxRyp7heNJg4ibK5qgzAkuTIiafjycAF0hkR4cN0WanEkxPKHiaeM1go3icpoyu0B0ma6kthAQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196411&idx=1&sn=c31b83f685b6dba1798b9dd778aac269&chksm=bd073ba08a70b2b6cc94c02b29a35b7dd6987bd2135e504a17be6823457383042dba66d3ec0c#rd,2023-12-03
106,如果是你要来，我愿意再等等,我会等下去，直到万籁俱寂,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWT7eLEmchkiaYV7CkBtk0aooatXrYFjppPdNdCibrIkrwnLV30rRBlhQLMiarLjeth86U8KUOTaEzZZg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196363&idx=1&sn=e00ec60e4ed2902c9117200e3f5b70d1&chksm=bd073b908a70b28698cc8d3839fbf056efc3f32ae989ee7bae2bbf0c815defaea078b08640e4#rd,2023-12-02
107,孤独时听见钟声，像是思念有了回音,寒山寺的钟声接纳了每一个路过的旅人,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRDTNtAvYCt0IyqyZBlPNmGb2pouvdVAsgOQniabDUeHyAXk0tcAQTUyQ9dkoRCtZr0N3mFCtCL48A/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196309&idx=1&sn=795ac1b55312a26b4220f961d75bbb3c&chksm=bd07384e8a70b158f1c7f4126da258d119b169aaa97f50386738e1c9390fcd5a856e7e3d9ffc#rd,2023-12-01
108,十二月：年末的生活，明媚一些吧,‍不管怎样，明天又是新的一天,https://mmbiz.qlogo.cn/mmbiz_jpg/5ibaumOWQEWRiaiahmaSVlJ5QZEicfdLweBTC1S7ZlKdZgpu4L9jWNAIGweGPIocFs3So7DyINV2guYVXgmRzkByJA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652196024&idx=1&sn=f68c245f3c9326bdc8e31c2dc27edb92&chksm=bd0739238a70b03596afd5b19eddaccf62f48ad069cde97bc0c5f44f06d69488322e1ae54c7a#rd,2023-11-30
109,希望你懂，我的爱不善言辞,"我这样静静地爱你
带着世界的一小部分不圆满",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRDTNtAvYCt0IyqyZBlPNmG5nSiavYprt2aAsO3jmicfefNbCcudDIDt7vxJrUHK0lXoSanrrsxg2Cg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652195696&idx=1&sn=02f54b4bd26138df7376e4021c76d679&chksm=bd073eeb8a70b7fd90b8ef3e16d0af1f64541c2dee42824a80b7b5cba4a3e7ae6f0c6072315f#rd,2023-11-29
110,是一个淡淡的人，连喜欢也只轻轻说,要有流水的寂寞，和麦浪的丰饶。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR5SqWKEwfHGBXfoGqFzVWMTn1Cbn5Dr0Yf9qSHVjQJn9U9Q0iaricfeJ20icMG6IicMz5SdtuP6o4FHg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652195470&idx=1&sn=82299016684c986d75ef2ca0aa4f1bed&chksm=bd073f158a70b6036994fc48cd8cf636798d299911aed5ea076cb644c1199c01c59f24b4a814#rd,2023-11-28
111,有些话，与其说给别人，不如写信寄与自己,写一封信寄给今晚的梦,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR5SqWKEwfHGBXfoGqFzVWMdwDvH0gmwgYibkbUqAQtcVLSFUX0Jaroy41C6iamJibmOmvhVDsmiaubkw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652195346&idx=1&sn=9cc6e4118925a8808b585d08c3546083&chksm=bd073f898a70b69f2a6c6ae75630f83095d9d7a791a94f396b3041356077e0f128d235c21353#rd,2023-11-27
112,想高声大喊，过清洁又健壮的生活,到了冬天，心就开始跳跃,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRiaiahmaSVlJ5QZEicfdLweBTOPG0aRZbULYlx18Oibic5HMdxPEScQLgicBul8uo7dia6kMDVpCvxlV3JQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652195153&idx=1&sn=19c4925381ee5213df651446c66ef943&chksm=bd073cca8a70b5dca5f08f0082064e6e541ee0600de369a994a929c061108d74e1af834e4103#rd,2023-11-26
113,每天，把尘世和热气腾腾的生活重新爱一遍,"我希望，每一天都是盛世
喜欢每一天，忙碌庸常的早晨",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRzvQLNqRZ0B5WV3JcoMWbqGp5Qukf72bKoOGpfD1mGVniabEbUkmjjmNM9TxgJYf7kGQqdWvjJChg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652195054&idx=1&sn=ed369608fd161ac90bfe736eb04924cf&chksm=bd073d758a70b46379a563a1068ee4486fb0a506a1d79265650f04468c0038dac53dd40c67c5#rd,2023-11-25
114,愿用美妙的诗句，表达我们难以启齿的命运,"时间如此公平
给了善良的人足够长的岁月
给了卑劣的人短暂的一生",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQFL1DdUclaBiapoyNqQDAT9jwnKDeM1ibPBicR6VztIfoXTnE1WpHJLe1rhXSjyqYVNZhSEN0cr1iaqw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652195036&idx=1&sn=14d191657b673c95264f5084bb74a76e&chksm=bd073d478a70b4517ee8307c16c742a1f09658016e00ec433dcff0acae31df8bbcbb4c268fa8#rd,2023-11-24
115,为何李白如此爱黄河,有一瓢黄河水，一直住在我体内。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQVObxTrVicnf6ibc2kiapy1n90kzJfDgrM7eia42DjhcP0eKxl8ib2C4ngwibIJ4tjfdf4YoVb0WPfXc4A/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652194423&idx=1&sn=93aa2158142beaa80c2bdffb47df54f3&chksm=bd0733ec8a70bafaf418d9bce2cb6812c34942eff5f994cab4c39eb2b495b1efd87c8f33ac86#rd,2023-11-23
116,小雪：我在万物寂静中，等你到来,一枝参透乾坤缊，生意都从小雪来,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRqrxCGhCsHol5K1fTpFLxjmbXZO0j56536MSVbhH6exe3MSribqiaxSQCAsvxRGLlbe8JWKfWicT4UA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652194041&idx=1&sn=16c6e17f1a1a63d5975fdac089f131ab&chksm=bd0731628a70b87450d77d19e0d0d0fa4cfeff95c1e9ae53b2609f41ca08386747f3c60aaa0a#rd,2023-11-22
117,生活拍了拍你说：大胆去做，没关系的,"仓促的生活。
缺少排练的演出。",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRqrxCGhCsHol5K1fTpFLxjA1Jy0LC6prFqb2e1tG0Nbia7Bnmbb8E1iaNvYSNZwibup1ib69iakqWHf7A/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652194039&idx=1&sn=a5b6f04c2f2af4f558687fde22449f83&chksm=bd07316c8a70b87a530e97a84318a4c1b40de6ad17338397977ab8659e01868ea18abb459354#rd,2023-11-21
118,若能，下个路口再会；若不能，就此别过,"要是不敢承担欢愉与悲痛
灵魂有什么意义",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWS2EJ7VktficuM8FoELgaMCh60AolRbJaQjHPjHxAVZvn92IBXXvgVpZME0OyOCHnibCltOoGySjBoQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652193702&idx=1&sn=3a6c66edafcd16ec1a8d3e1225828a42&chksm=bd07363d8a70bf2b7e2a898d0df5e772758011826b63a5ca822efa722b6d797148580a4b65e2#rd,2023-11-20
119,人间一趟，多晒太阳少管事儿,中国人的愉悦事务清单No.6,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWS2EJ7VktficuM8FoELgaMCh78ykDq9LBGmjLs9ftVRykAVCj5t8EVIR4h3mG4nbzicU6voDibxvW0mQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652193004&idx=1&sn=b632d4ad6be5c4e47eca459062de732e&chksm=bd0735778a70bc6125b2f6022bc79f0381a2af7638a0223a3229607b31ba2792e24426b4d47b#rd,2023-11-19
120,天冷起来了，想到一些温暖的事要做,"在冬天我要
做一个毛茸茸的人",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRoU3NI3SGyXzLUk6hQvobZFRjTrsJNxB3lUNHd0TQqQJbPQR3SLyfZvkicYzQUicospicVmdM9ic9fgA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192682&idx=1&sn=0c65c8b7fc21f818017a4b2c169acb71&chksm=bd074a318a70c3279dda3404a481f13d1bb9690bafa54c7112c561fefaf83ef2a39c33e62c83#rd,2023-11-18
121,想你的时候，终于云淡风轻,其实，这完全是一种巧合,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRdLgM95sdfj00UCWCLj9QZ5x4KWRRaVjyvjA7r9CQnBxf1cu3rgwk8qSuNfcOibvcGY1JDsymp5lQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192631&idx=1&sn=4e93938b9324748af75fc4220cfeb8ff&chksm=bd074aec8a70c3faf0b3d5a46f7434efc5b72dc4187e99658a85b0329abe29a82ae1e29fdee8#rd,2023-11-17
122,我能看看你的生活，和你的诗吗 | 「为你读诗」诗歌有奖征集,人人皆有诗性，人人皆可写诗,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTicY3R2j4reA2Zm7Fapq14yoxA2U2zqWMfamv7z2IFMPOpNd3njfuPRHCLl8Le1lBEZiaMtdAFOXnw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192559&idx=1&sn=7c5226ac868cbe10760a6e1bc81d1bec&chksm=bd074ab48a70c3a278b2f5f11013cb4a334c56e58082ee1228c5db5fc97e4ba6c35b7d3431f8#rd,2023-11-16
123,月亮只有一个，你也只有一个,你不完美，所以你才特别,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTKVwB6q2XPqDNqypN3moTf07HMYC4kXttqibCBGS6TXibyxewM4icynyicHLhg9iceqtsD8I7Xg1oibzMw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192324&idx=1&sn=c358cf7c8ad7f2fdc400000f25bca5cf&chksm=bd074bdf8a70c2c905f39babf4452be86b25d37938aaf0119285de7b22dd094167eebc513f44#rd,2023-11-15
124,原来，人生就是一连串的等待,谁学会忍耐，就能拥抱生活,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSB6qXKXO6pjlZwwLGo1fHibSdkrGrEBHH3rCU9Ova984k0lZNR9ByOibO5ib9icpr0nicSVgCjgZ3ChCQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192177&idx=1&sn=f2a2e13f9700698ac0da2c89dc89bb7a&chksm=bd07482a8a70c13ccec8a83051ae24ee26bea224036a8e454b7bfc8bbb4c1bb42d0771ed24ae#rd,2023-11-14
125,谁又比谁更强悍与坚持呢？在这茫茫迷途中,"是在每一分秒里累积的微小细节啊
让生命有了如此巨大的差别",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTdkLWLlRXTtiag94v9sLsWvEtLLCho9seNGdk4ibkbXuPYmpGyyzg9o8azWbcb2BrAlUPBxHNoQrTQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192105&idx=1&sn=d23a360fe33e967ad994f6d019c9c16f&chksm=bd0748f28a70c1e49d156dc8f04d0fe7f4c56d500336d76b81a81457c202fbb431d334f1f550#rd,2023-11-13
126,真好，你还在这里,"白茫茫的尘世
有一种温和的悲伤",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTdkLWLlRXTtiag94v9sLsWvF7lBmKkoMr1hAS3OpxeEoQ717LfcqCCVDPzk1O7CWYmiaHUxliblAJdA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652192032&idx=1&sn=e740d26f40ff2b5291f379c210628ac1&chksm=bd0748bb8a70c1ad3c64ee4a3f095745a093b0a723f96f045221cacbc417361c2f06f47f39ff#rd,2023-11-12
127,你再不来，我就要落雪了,"冬天了
我们应该
靠近一点儿",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSHekD2icDTiaiaCO2TibGYx5SnVKyzKXyNlmgJM2DicgIRulbl1rBwB7skibeD5U9KvTvEIXXJ0gtT0Xlg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191963&idx=1&sn=2517531281920403f9021898efb4f8ac&chksm=bd0749408a70c0563dbb93abfc41fa335481040c279792a9d2fbafaf2f219fa87720e4750697#rd,2023-11-11
128,转眼，深秋成了风景，初冬成了期待,如此雪夜，寻一人共同赏雪。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQzwia7RrZU8UeoAW2GVvUrVCVf7xEE9h7BxP0ibPvr0LkOhC0mbP8JVFBQ6KBS6KNQvUC0b16jicEDg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191962&idx=1&sn=8a30ff66e4590d82a655523355f983c6&chksm=bd0749418a70c0571a5df4c8fb1f03e49e05cc98450887548eb85f0c982d2602ece1e90bed41#rd,2023-11-10
129,秋天的遗憾就到此为止，何况新冬已经来临,真正的重复一次也不会发生,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQfHXIiaaqZBEYaW0CicolHFdNribfDI33maWicxqzFzRB2MmibZQ4ibibZ2WP1NfoRd5iccxOAqECHzYnhgg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191674&idx=1&sn=9194322f87c840846076b665d6e52fbf&chksm=bd074e218a70c7376fc956e4b0396ea9bb2b0f24223f68285bb5aca18dac76652461036920d8#rd,2023-11-09
130,立冬可爱，随处欣然,冬者，终也，万物于是终也。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQfHXIiaaqZBEYaW0CicolHFdWNMFr8DZgWJ8VpcTmmbNiaL7ZY7HSvdHa4bIvNGTcrpeV0XGSqrOh5g/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191293&idx=1&sn=415bbce1f8cac7fae970d2e3a199d998&chksm=bd074fa68a70c6b0cd6aa74de3ad9baa47d5dd51a1400f32424837a628b72f2a5edb05e6a7e9#rd,2023-11-08
131,或许你不信，我的心里也藏了很多月光,你将盛开如玫瑰，我将长成一株雪球树。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQfHXIiaaqZBEYaW0CicolHFdiaI3Ek8cwCWyrybSndtD8l3xemDicEnIItK8iauCWBUjhvnHicx1XsibCZQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191291&idx=1&sn=cf3410253c6e5355e67c46097c556c68&chksm=bd074fa08a70c6b61e99b15c96aefa453bd4a1e712ba46ef97e880fe0b67a09c846e9bfd22c7#rd,2023-11-07
132,我独自坐在阳台，无人问津，却很快乐,"无所事事仅只是创造力的消逝
不创造也挺好",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR4icZSITMtMx54l9jaZMbicKo4IX1MfzUKgTgiabTzibibexOjvT5numrnJTTTz4FH7yJb0RhtIRrlSWg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191102&idx=1&sn=1d26853c46b0bd58027951d887cf4be5&chksm=bd074ce58a70c5f3c036b2091b6bb6e8a8b42150d92da27f103b8fc6b4884c005f5a0b317554#rd,2023-11-06
133,月色入户，你如约而至,中国人的愉悦事务清单No.5,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR4icZSITMtMx54l9jaZMbicKrJu2xf3O9ibwarbicKWpgNjTBibEHHN8OWknjEEsNTXUpVGDNnhUY0m8A/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652191007&idx=1&sn=bcbd0821e996e081e26ec7af70ce994a&chksm=bd074c848a70c5929a6f2abf043d803ac48461f717bbf45951f16a3cdc549bfab201f874b039#rd,2023-11-05
134,只是恰好在秋天想起你,"我希望你是快乐的
至少在这个秋天",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTj6LgzX6INVexciaSHYLsHK5STIjOzribvB8iajNrDezZCZm8KpodhZmJlJYxO92ko4RSPYGBu0nhFw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652190965&idx=1&sn=7bcfeb9e60339366023628b2ab7db094&chksm=bd074d6e8a70c478729f68c4dbb6db2b94129ee38f85c5c48a4a0328868e6c186fd8b36dd2a8#rd,2023-11-04
135,翻来覆去想不通，不如出门去吹风,与清风、明月、松风，同坐天地间。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTLO8miaAx44mIuqLEE8YIMf7PIOaSqhqrkfwLzYlAOfnLXaeKoryhcPEwKYmL66ZTicrxK7LRn5TCQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652190903&idx=1&sn=167813704911a78705c60db3e453335a&chksm=bd074d2c8a70c43a5ed85f8dc4dc88606283a497545a8ce949a1cedecd0aace913cc754e81e9#rd,2023-11-03
